Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,has_garage,has_vnr,has_bsmt,has_alley,has_fireplace,has_pool,has_fence,zone_C (all),zone_FV,zone_I (all),zone_RH,zone_RL,zone_RM,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,total_full_bath,total_half_bath,lot_size,year_built_remod/add,area_rms_abvgrd,bathrooms,garage_size,garage_cond_qual,has_condition,bsmtfin_sf1_total_sf,beds_baths,func_overall_qual,lot_area_zone_C (all),lot_area_zone_FV,lot_area_zone_I (all),lot_area_zone_RH,lot_area_zone_RL,lot_area_zone_RM,house_style_bldg_type_2fmCon,house_style_bldg_type_Duplex,house_style_bldg_type_Twnhs,house_style_bldg_type_TwnhsE,SalePrice_preds,errors
2493,532376250,20,63.79877049844921,8638,Pave,N/A,IR1,Lvl,4,1,RRAe,Norm,1.0,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,3,3,1,ALQ,181.0,Unf,0.0,744.0,925.0,GasA,4,1,SBrkr,925,0,0,925,1,0,1,0,2,1,3,5,8,0,0,Detchd,1990,1,2,484.0,3,3,1.0,203,74,0,0,0,0,0,N/A,0,10,2006,WD ,133500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,551093.7795656043,3853369,4625,0,968.0,9,1,167425.0,4,40,0,0,0,0,8638,0,0.0,0.0,0.0,0.0,119955.2278797397,13742.413192535445
1757,528280150,80,76.0,9967,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,0.0,Unf,0.0,384.0,384.0,GasA,5,1,SBrkr,774,656,0,1430,0,0,2,1,3,1,3,8,8,1,3,BuiltIn,2000,2,2,400.0,3,3,1.0,100,0,0,0,0,0,0,N/A,0,12,2007,WD ,170000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,757492.0,4000000,11440,2,800.0,9,0,0.0,6,56,0,0,0,0,9967,0,0.0,0.0,0.0,0.0,170805.13543225868,-90.65785694209626
184,902305110,70,60.0,9600,Pave,Grvl,Reg,Lvl,4,1,Norm,Norm,2.0,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,1,Unf,0.0,Unf,0.0,930.0,930.0,GasW,3,0,SBrkr,930,636,0,1566,0,0,2,0,3,1,4,7,8,0,0,Detchd,1930,1,1,288.0,3,3,1.0,54,228,246,0,0,0,0,N/A,0,4,2010,WD ,150000,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,576000.0,3805700,10962,0,288.0,9,0,0.0,6,64,0,0,0,0,0,9600,0.0,0.0,0.0,0.0,161386.7752141387,-7366.905766477721
1248,535302140,20,105.17115381055093,12774,Pave,N/A,Reg,Lvl,4,3,Norm,Norm,1.0,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,3,0,SBrkr,950,0,0,950,0,0,1,0,2,1,3,5,8,0,0,Detchd,1953,1,2,400.0,3,3,1.0,0,32,0,0,0,0,2,N/A,0,7,2008,WD ,130000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1343456.3187759777,3814209,4750,0,800.0,9,0,614016.0,2,40,0,0,0,0,12774,0,0.0,0.0,0.0,0.0,110141.15892341516,20203.432492971508
2574,535152070,80,70.0,8163,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,4,CBlock,3,3,3,ALQ,748.0,BLQ,294.0,102.0,1144.0,GasA,3,1,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,8,1,3,Attchd,1959,2,1,796.0,3,3,1.0,86,0,0,0,0,0,0,N/A,0,3,2006,WD ,143000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,571410.0,3837681,6864,0,796.0,9,0,855712.0,6,40,0,0,0,0,8163,0,0.0,0.0,0.0,0.0,139346.71338247636,3985.747746475681
1215,534403260,20,90.0,9900,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,1,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,3,1,SBrkr,1114,0,0,1114,1,0,1,0,3,1,3,5,8,0,0,Attchd,1961,2,2,451.0,3,3,1.0,0,0,0,0,164,0,0,N/A,0,5,2008,COD,140000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,891000.0,3845521,5570,0,902.0,9,0,0.0,6,40,0,0,0,0,9900,0,0.0,0.0,0.0,0.0,123899.19652976791,15935.218769493542
1614,526355170,20,95.0,13651,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,4,ALQ,1880.0,Unf,0.0,343.0,2223.0,GasA,5,1,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,8,2,4,Attchd,1973,3,2,516.0,3,3,1.0,300,0,0,0,0,0,0,N/A,0,2,2007,WD ,244000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1296845.0,3892729,17784,0,1032.0,9,0,4179240.0,9,56,0,0,0,0,13651,0,0.0,0.0,0.0,0.0,297868.1002918417,-51128.54282516806
2039,903458020,75,60.0,7200,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.3333333333333335,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,Unf,0.0,Unf,0.0,530.0,530.0,GasA,3,0,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,8,0,0,Detchd,1935,1,1,288.0,3,3,0.0,0,0,144,0,0,0,0,N/A,0,3,2007,WD ,101000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,432000.0,3832320,6666,0,288.0,9,0,0.0,3,40,0,0,0,0,0,7200,0.0,0.0,0.0,0.0,87109.09462406879,14552.228988698203
2669,902406030,20,65.0,9750,Pave,Grvl,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,960.0,960.0,GasA,5,1,SBrkr,960,0,0,960,0,0,1,0,3,1,3,5,8,0,0,Detchd,2002,1,2,624.0,3,3,1.0,0,0,0,0,0,0,0,Gar2,4500,7,2006,WD ,125000,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,633750.0,3833764,4800,0,1248.0,9,0,0.0,3,40,0,0,0,0,0,9750,0.0,0.0,0.0,0.0,110718.43313617838,12600.863556184224
1005,527162180,60,73.0,11184,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,0.0,Unf,0.0,932.0,932.0,GasA,4,1,SBrkr,932,701,0,1633,0,0,2,1,3,1,3,7,8,1,3,Attchd,1998,3,2,460.0,3,3,1.0,0,39,0,0,0,0,0,N/A,0,4,2008,WD ,183000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,816432.0,3992004,11431,2,920.0,9,0,0.0,6,48,0,0,0,0,11184,0,0.0,0.0,0.0,0.0,170048.4498741188,12591.389933969418
753,903430060,75,92.0,5520,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.6666666666666665,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,755.0,755.0,GasA,5,1,SBrkr,929,929,371,2229,0,0,1,0,5,1,3,8,8,0,0,N/A,1978,0,0,0.0,0,0,1.0,0,198,30,0,0,0,3,N/A,0,7,2009,WD ,104000,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,507840.0,3728400,17832,0,0.0,0,0,0.0,5,48,0,0,0,0,0,5520,0.0,0.0,0.0,0.0,134330.43349830512,-26427.556126640935
1275,535455060,45,64.0,6390,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.3333333333333333,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,936.0,936.0,GasA,3,1,FuseA,984,0,0,984,1,0,1,0,2,1,3,4,8,0,0,Detchd,1954,1,1,280.0,3,3,1.0,0,0,0,0,0,0,2,N/A,0,6,2008,WD ,112500,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,408960.0,3818116,3936,0,280.0,9,1,0.0,4,48,0,0,0,0,6390,0,0.0,0.0,0.0,0.0,119857.57364589699,-8357.592175794474
2350,527355280,20,79.0,10240,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,4,CBlock,4,3,1,BLQ,625.0,LwQ,1061.0,0.0,1686.0,GasA,3,1,SBrkr,1686,0,0,1686,1,0,2,0,3,1,3,7,8,1,3,Attchd,1980,1,2,612.0,3,3,1.0,384,131,0,0,0,0,0,N/A,0,5,2006,WD ,207500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,808960.0,3920400,11802,0,1224.0,9,0,1053750.0,9,48,0,0,0,0,10240,0,0.0,0.0,0.0,0.0,205288.72406484245,4806.619690481253
2762,906394040,20,78.0,9316,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,4,GLQ,56.0,Unf,0.0,1558.0,1614.0,GasA,5,1,SBrkr,1614,0,0,1614,0,0,2,0,3,1,4,7,8,1,4,Attchd,2005,3,2,576.0,3,3,1.0,100,45,0,0,0,0,0,N/A,0,3,2006,WD ,225000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,726648.0,4020025,11298,0,1152.0,9,0,90384.0,6,56,0,0,0,0,9316,0,0.0,0.0,0.0,0.0,223984.53594391712,1245.8172753542894
2788,907227090,20,60.0,7200,Pave,N/A,Reg,Low,4,1,Norm,Norm,1.0,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,BLQ,437.0,Unf,0.0,427.0,864.0,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,8,0,0,Detchd,1977,1,1,297.0,3,3,1.0,0,0,0,0,0,0,3,N/A,0,3,2006,WD ,119900,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,432000.0,3888784,4320,0,297.0,9,0,377568.0,3,40,0,0,0,0,7200,0,0.0,0.0,0.0,0.0,117713.40155243364,1629.0299359245546
2384,528112010,20,108.0,12228,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4,3,PConc,5,4,1,Unf,0.0,Unf,0.0,1721.0,1721.0,GasA,5,1,SBrkr,1740,0,0,1740,0,0,2,0,4,1,4,8,8,0,0,Attchd,2006,2,3,874.0,3,3,1.0,0,43,0,0,0,0,0,N/A,0,9,2006,New,293000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1320624.0,4024036,13920,0,2622.0,9,0,0.0,8,56,0,0,0,0,12228,0,0.0,0.0,0.0,0.0,235377.58764606382,57593.74356425324
2716,905107240,20,78.0,10335,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,Rec,570.0,Unf,0.0,891.0,1461.0,GasA,4,1,SBrkr,1721,0,0,1721,0,0,2,1,3,1,3,7,7,1,3,Attchd,1968,2,2,440.0,3,3,1.0,0,96,180,0,0,0,3,N/A,0,7,2006,WD ,180000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,806130.0,3922224,12047,2,880.0,9,0,832770.0,6,35,0,0,0,0,10335,0,0.0,0.0,0.0,0.0,172343.85033990841,8003.8049256201775
313,914478045,80,91.05247079241512,12328,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3,3,3,GLQ,539.0,Unf,0.0,473.0,1012.0,GasA,3,1,SBrkr,1034,0,0,1034,1,0,1,0,3,1,3,6,8,0,0,Attchd,1976,1,3,888.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,5,2010,WD ,169900,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1122494.8599288936,3904576,6204,0,2664.0,9,0,545468.0,6,48,0,0,0,0,12328,0,0.0,0.0,0.0,0.0,148333.71018718896,21423.12164811787
84,532351140,90,68.0,8930,Pave,N/A,Reg,Lvl,4,1,RRAe,Norm,1.6666666666666667,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,N/A,0.0,N/A,0.0,0.0,0.0,GasA,3,1,SBrkr,1318,584,0,1902,0,0,2,0,4,2,3,8,8,0,0,Attchd,1978,1,2,539.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,4,2010,WD ,112000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,607240.0,3912484,15216,0,1078.0,9,1,0.0,8,48,0,0,0,0,0,8930,0.0,1.6666666666666667,0.0,0.0,137536.84941639798,-26295.774652103282
81,531453010,20,81.0,9672,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,1,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,3,1,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,6,8,0,0,Attchd,1986,1,2,480.0,3,3,1.0,0,0,0,0,0,0,4,N/A,0,5,2010,WD ,152000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,783432.0,3938240,6582,0,960.0,9,0,351520.0,6,48,0,0,0,0,9672,0,0.0,0.0,0.0,0.0,141001.40220703962,10827.438604949886
2389,528118110,60,120.0,13975,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,4,3,PConc,4,3,3,Unf,0.0,Unf,0.0,1090.0,1090.0,GasA,5,1,SBrkr,1117,1089,0,2206,0,0,2,1,4,1,5,10,8,1,4,BuiltIn,2005,3,3,670.0,3,3,1.0,148,95,0,0,0,0,0,N/A,0,8,2006,New,300000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1677000.0,4022030,22060,2,2010.0,9,0,0.0,8,72,0,0,0,0,13975,0,0.0,0.0,0.0,0.0,327042.7140096685,-22252.199425766594
280,908152080,80,94.0,7819,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,ALQ,422.0,BLQ,127.0,480.0,1029.0,GasA,3,1,SBrkr,1117,0,0,1117,1,0,1,0,3,1,3,6,8,1,3,Detchd,1976,1,2,672.0,3,3,1.0,144,0,0,0,0,0,3,N/A,0,3,2010,WD ,107000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,734986.0,3904576,6702,0,1344.0,9,0,434238.0,6,48,0,0,0,0,7819,0,0.0,0.0,0.0,0.0,149667.8877265686,-43099.163134452974
190,902402250,190,60.0,11340,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,3,3,PConc,3,3,1,Unf,0.0,Unf,0.0,777.0,777.0,GasA,4,1,SBrkr,1246,1044,0,2290,0,0,2,0,4,2,3,11,8,0,0,Detchd,1971,1,2,560.0,3,3,0.0,0,0,114,0,0,0,0,N/A,0,4,2010,WD ,122500,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,680400.0,3675750,25190,0,1120.0,9,0,0.0,8,32,0,0,0,0,0,11340,2.0,0.0,0.0,0.0,123422.45199249063,-1140.3903293816547
2371,527451450,160,21.0,1680,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,1,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,3,1,SBrkr,483,465,0,948,0,0,1,1,2,1,3,5,8,0,0,Detchd,1972,1,1,264.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,7,2006,WD ,89000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,35280.0,3888784,4740,1,264.0,9,0,133308.0,2,48,0,0,0,0,0,1680,0.0,0.0,2.0,0.0,109489.77183448298,-20418.73030655546
213,904350045,50,65.0,6001,Pave,N/A,IR1,Bnk,4,2,Norm,Norm,1.6666666666666667,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,5,0,SBrkr,600,319,0,919,0,0,1,0,3,1,3,5,8,0,0,Detchd,1940,1,1,231.0,3,3,1.0,0,0,45,0,0,0,3,N/A,0,3,2010,WD ,95000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,390065.0,3783000,4595,0,231.0,9,0,220800.0,3,48,0,0,0,0,6001,0,0.0,0.0,0.0,0.0,106515.47576370125,-11152.277973541277
1864,534125120,20,78.0,11700,Pave,N/A,Reg,Lvl,4,1,RRAn,Norm,1.0,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,912.0,912.0,GasA,5,1,SBrkr,1152,0,0,1152,1,0,1,1,3,1,3,7,8,0,0,Attchd,1968,2,2,412.0,3,3,1.0,0,126,0,0,0,0,0,N/A,0,9,2007,CWD,143450,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,912600.0,3873024,8064,1,824.0,9,1,0.0,6,48,0,0,0,0,11700,0,0.0,0.0,0.0,0.0,144966.39238762905,885.0213401073997
37,528108120,60,102.0,12858,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,5,3,PConc,5,3,1,Unf,0.0,Unf,0.0,1590.0,1590.0,GasA,5,1,SBrkr,1627,707,0,2334,0,0,2,1,3,1,5,10,8,1,4,Attchd,2009,3,3,751.0,3,3,1.0,144,133,0,0,0,0,0,N/A,0,1,2010,New,376162,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1311516.0,4038090,23340,2,2253.0,9,0,0.0,6,72,0,0,0,0,12858,0,0.0,0.0,0.0,0.0,356421.18786513194,23788.26272164035
146,535175070,20,73.0,9300,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,3,3,CBlock,3,3,1,Rec,697.0,Unf,0.0,571.0,1268.0,GasA,3,1,SBrkr,1264,0,0,1264,1,0,1,0,3,1,3,6,8,2,4,Attchd,1960,1,2,461.0,3,3,1.0,0,0,0,0,143,0,0,N/A,0,4,2010,WD ,167500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,678900.0,3841600,7584,0,922.0,9,1,883796.0,6,40,0,0,0,0,9300,0,0.0,0.0,0.0,0.0,142243.6960176481,24564.661863256944
809,906226080,90,64.0,7018,Pave,N/A,Reg,Bnk,4,1,Feedr,Norm,2.0,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,3,CBlock,4,3,3,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,3,1,SBrkr,1224,0,0,1224,2,0,0,2,2,2,3,6,8,2,3,Detchd,1979,1,2,528.0,3,3,1.0,120,0,0,0,0,0,0,N/A,0,6,2009,WD ,153337,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,449152.0,3916441,7344,0,1056.0,9,1,1179396.0,4,40,0,0,0,0,7018,0,0.0,2.0,0.0,0.0,153396.5286848154,-1751.5739944274828
767,904351200,70,54.0,6629,Pave,N/A,Reg,Lvl,4,1,Artery,Norm,2.0,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,3,0,SBrkr,697,672,0,1369,1,0,2,0,3,1,3,6,8,0,0,Detchd,1930,1,1,300.0,3,3,1.0,147,0,0,0,0,0,0,N/A,0,7,2009,WD ,103600,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,357966.0,3753750,8214,0,300.0,9,1,370272.0,9,48,0,0,0,6629,0,0,0.0,0.0,0.0,0.0,120832.22766238925,-16889.425198285055
262,907200340,20,75.0,10650,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,3,LwQ,182.0,ALQ,712.0,0.0,894.0,GasA,3,1,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,8,0,0,Attchd,1976,1,1,308.0,3,3,1.0,365,0,0,0,0,0,3,N/A,0,2,2010,WD ,128200,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,798750.0,3904576,4470,0,308.0,9,0,162708.0,6,40,0,0,0,0,10650,0,0.0,0.0,0.0,0.0,129265.96412494533,-317.3186521168245
