,Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,has_garage,has_vnr,has_bsmt,has_alley,has_fireplace,has_pool,has_fence,zone_C (all),zone_FV,zone_I (all),zone_RH,zone_RL,zone_RM,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,total_full_bath,total_half_bath
211,1139,531376070,20,81.0,9260,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,Unf,0.0,Unf,0.0,1162.0,1162.0,GasA,5,1,SBrkr,1162,0,0,1162,0,0,2,0,3,1,4,6,8,0,0,Attchd,2007,3,2,483.0,3,3,1.0,0,32,0,0,0,0,0,N/A,0,3,2008,WD ,170000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
212,518,528458020,20,90.0,7993,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,N/A,0.0,4,3,PConc,5,3,1,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,5,1,SBrkr,1436,0,0,1436,0,0,2,0,3,1,4,6,8,0,0,Attchd,2008,3,2,529.0,3,3,1.0,0,121,0,0,0,0,0,N/A,0,10,2009,New,225000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
213,1390,905201020,20,94.0,9239,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,GLQ,634.0,Unf,0.0,326.0,960.0,GasA,5,1,SBrkr,960,0,0,960,1,0,1,0,3,1,4,6,8,0,0,Attchd,1963,3,1,300.0,3,3,1.0,168,0,0,0,0,0,0,N/A,0,5,2008,WD ,144900,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
214,277,908102170,20,60.0,10044,Pave,N/A,IR1,Low,4,1,Norm,Norm,1.0,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,3,1,SBrkr,1196,0,0,1196,1,0,1,0,3,1,3,6,8,0,0,Attchd,1968,2,1,336.0,3,3,1.0,257,0,168,0,0,0,3,N/A,0,6,2010,WD ,144000,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
215,54,528228440,120,43.0,3182,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,1,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,5,1,SBrkr,1269,0,0,1269,0,0,2,0,2,1,4,6,8,1,3,Attchd,2004,3,2,430.0,3,3,1.0,146,20,0,0,144,0,0,N/A,0,4,2010,WD ,192000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
216,649,535353040,20,60.0,7626,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,4,1,SBrkr,1031,0,0,1031,1,0,1,0,2,1,4,5,8,0,0,Attchd,1952,1,1,230.0,3,3,1.0,0,0,0,0,0,0,3,N/A,0,3,2009,WD ,145500,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
217,2600,535377100,50,60.0,7008,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.6666666666666667,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2,2,1,Unf,0.0,Unf,0.0,448.0,448.0,GasA,5,1,SBrkr,448,272,0,720,0,0,1,0,1,1,2,5,8,0,0,Attchd,1900,1,1,280.0,2,3,1.0,0,0,70,0,0,0,0,N/A,0,3,2006,WD ,86900,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
218,617,534475185,20,128.0,12160,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3,3,1,BLQ,1024.0,Unf,0.0,481.0,1505.0,GasA,5,1,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,6,8,1,3,Attchd,1953,2,2,505.0,3,3,1.0,0,0,0,162,0,0,0,N/A,0,2,2009,WD ,149500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
219,2209,909256120,30,50.0,6305,Pave,N/A,Reg,Bnk,4,1,Norm,Norm,1.0,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,2,1,Unf,0.0,Unf,0.0,920.0,920.0,GasA,5,1,SBrkr,954,0,0,954,0,0,1,0,2,1,2,5,8,1,4,Basment,1938,1,1,240.0,2,3,1.0,0,0,0,0,0,0,3,N/A,0,6,2007,WD ,119750,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,2814,907418020,60,68.0,8846,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,0.0,Unf,0.0,750.0,750.0,GasA,5,1,SBrkr,750,750,0,1500,0,0,2,1,3,1,4,6,8,0,0,Attchd,2005,2,2,564.0,3,3,1.0,0,35,0,0,0,0,0,N/A,0,8,2006,New,173900,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
221,2542,534275010,20,78.72552613370804,10659,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,915.0,Unf,0.0,135.0,1050.0,GasA,3,1,SBrkr,1050,0,0,1050,1,0,1,0,3,1,3,6,8,0,0,Attchd,1961,1,1,368.0,3,3,1.0,0,319,0,0,0,0,0,N/A,0,1,2006,COD,136500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
222,2323,527146135,160,68.0,13108,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,2062.0,2062.0,GasA,5,1,SBrkr,2079,608,0,2687,0,0,2,1,4,1,4,9,8,0,0,Attchd,1994,3,2,618.0,3,3,1.0,168,12,0,0,0,0,0,N/A,0,12,2006,WD ,270000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
223,1393,905202230,20,111.14847161753856,13500,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,4,BLQ,429.0,ALQ,1080.0,93.0,1602.0,GasA,4,1,SBrkr,1252,0,0,1252,1,0,1,0,1,1,3,4,8,1,4,Attchd,1960,2,2,564.0,3,3,1.0,409,0,0,0,0,0,0,N/A,0,3,2008,WD ,235000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
224,490,528290190,80,62.0,7750,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,0.0,Unf,0.0,384.0,384.0,GasA,5,1,SBrkr,774,656,0,1430,0,0,2,1,3,1,3,7,8,1,3,BuiltIn,1999,2,2,400.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,3,2009,WD ,156000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
225,542,531375130,20,60.0,12450,Pave,N/A,Reg,Lvl,4,1,RRAe,Norm,1.0,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,5,1,SBrkr,1114,0,0,1114,1,0,2,0,3,1,4,6,8,0,0,Detchd,2004,1,2,576.0,3,3,1.0,0,42,0,0,0,0,0,N/A,0,6,2009,WD ,153000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
226,973,923203190,120,37.049490539179516,4500,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5,3,1,GLQ,883.0,Unf,0.0,341.0,1224.0,GasA,5,1,SBrkr,1224,0,0,1224,1,0,2,0,2,1,3,5,8,0,0,Attchd,1999,3,2,402.0,3,3,1.0,0,304,0,0,0,0,0,N/A,0,6,2009,WD ,165000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
227,1012,527212050,60,77.0,11198,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,4,3,PConc,4,4,1,Unf,0.0,Unf,0.0,1122.0,1122.0,GasA,5,1,SBrkr,1134,1370,0,2504,0,0,2,1,4,1,5,11,8,1,4,BuiltIn,2005,3,3,656.0,3,3,1.0,144,39,0,0,0,0,0,N/A,0,6,2008,WD ,325000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
228,2218,909281020,190,79.0,6221,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.6666666666666667,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,1,LwQ,533.0,Unf,0.0,195.0,728.0,GasA,5,1,SBrkr,760,595,0,1355,0,0,2,0,3,1,3,5,8,0,0,Detchd,1966,1,2,528.0,3,3,1.0,0,0,0,0,144,0,3,N/A,0,10,2007,WD ,140000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
229,2033,903453080,80,120.0,13200,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,3,CBlock,3,3,1,BLQ,375.0,Unf,0.0,366.0,741.0,GasA,2,1,SBrkr,1497,797,0,2294,0,0,3,0,5,1,3,9,8,1,4,Attchd,1963,1,2,658.0,3,3,1.0,0,110,0,0,0,0,0,N/A,0,4,2007,WD ,202500,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
230,1071,528180140,120,65.0,8769,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5,3,1,GLQ,1540.0,Unf,0.0,162.0,1702.0,GasA,5,1,SBrkr,1702,0,0,1702,1,0,1,1,1,1,5,7,8,1,4,Attchd,2008,3,3,1052.0,3,3,1.0,0,72,0,0,224,0,0,N/A,0,10,2008,New,367294,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
231,1583,916403230,80,85.0,10200,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4,3,3,GLQ,783.0,Unf,0.0,678.0,1461.0,GasA,5,1,SBrkr,1509,0,0,1509,1,0,2,0,3,1,4,5,8,1,2,Attchd,1988,2,2,600.0,3,3,1.0,224,0,0,0,0,0,0,N/A,0,8,2008,WD ,175000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
232,2858,909275230,70,60.0,9550,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,4,1,ALQ,216.0,Unf,0.0,540.0,756.0,GasA,4,1,SBrkr,961,756,0,1717,1,0,1,0,3,1,4,7,8,1,4,Detchd,1998,1,3,642.0,3,3,1.0,0,35,272,0,0,0,0,N/A,0,2,2006,WD ,140000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
233,2265,916403040,20,42.0,10331,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,ALQ,215.0,BLQ,80.0,970.0,1265.0,GasA,4,1,SBrkr,1240,0,0,1240,0,1,2,0,3,1,4,6,8,0,0,Attchd,1985,1,2,528.0,3,3,1.0,232,0,0,0,0,0,0,N/A,0,7,2007,WD ,174000,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
234,1088,528235180,80,59.0,9587,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,GLQ,655.0,Unf,0.0,201.0,856.0,GasA,5,1,SBrkr,1166,0,0,1166,1,0,2,0,2,1,4,5,8,0,0,Attchd,2005,3,2,400.0,3,3,1.0,212,0,0,0,0,0,0,N/A,0,7,2008,WD ,190000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
235,698,902105060,70,90.0,9900,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,504.0,504.0,GasA,5,1,SBrkr,764,700,0,1464,0,0,2,0,3,1,3,7,8,0,0,N/A,1978,0,0,0.0,0,0,0.0,0,0,176,0,0,0,0,N/A,0,3,2009,WD ,129000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
236,1896,534425015,20,181.1473090762284,22002,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,3,4,CBlock,3,3,2,ALQ,1386.0,Unf,0.0,206.0,1592.0,GasA,4,1,SBrkr,1652,0,0,1652,1,0,1,1,3,1,4,6,8,1,4,Attchd,1959,2,2,510.0,3,3,1.0,0,0,0,0,201,0,0,N/A,0,7,2007,WD ,200000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
237,628,535126010,60,100.0,13000,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,Rec,448.0,Unf,0.0,448.0,896.0,GasA,3,1,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,8,1,4,Attchd,1968,3,1,509.0,3,3,1.0,0,72,0,0,252,0,0,N/A,0,6,2009,WD ,193500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
238,1212,534403050,20,75.0,8250,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,3,3,CBlock,4,3,1,Rec,787.0,Unf,0.0,305.0,1092.0,GasA,5,1,SBrkr,1092,0,0,1092,1,0,1,0,3,1,3,6,8,0,0,Attchd,1964,2,2,504.0,3,4,1.0,0,0,0,0,0,0,3,N/A,0,7,2008,WD ,145000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
239,2864,909280070,50,81.0,8170,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.6666666666666667,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,4,4,BrkTil,3,3,1,ALQ,526.0,Unf,0.0,496.0,1022.0,GasA,5,1,FuseA,1122,549,0,1671,0,0,2,0,4,1,3,7,8,1,4,Detchd,1963,1,2,451.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,2,2006,WD ,218000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
240,2740,905451050,20,80.0,12048,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,3,3,Slab,0,0,0,N/A,0.0,N/A,0.0,0.0,0.0,GasA,4,1,SBrkr,1488,0,0,1488,0,0,1,0,3,1,3,7,8,1,5,Attchd,2002,2,2,569.0,3,3,1.0,0,189,36,0,348,0,0,N/A,0,4,2006,WD ,135000,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
241,2560,534475160,20,89.0,10858,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,3,4,CBlock,3,3,2,LwQ,40.0,Unf,0.0,1404.0,1444.0,GasA,5,1,SBrkr,1624,0,0,1624,1,0,1,0,2,1,3,6,7,1,4,Attchd,1952,2,1,240.0,3,3,1.0,0,40,324,0,0,0,3,N/A,0,7,2006,WD ,146500,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
242,1716,528174010,120,61.0,7577,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,3,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,5,1,SBrkr,1362,0,0,1362,0,0,2,0,2,1,4,6,8,1,4,Attchd,2005,2,2,460.0,3,3,1.0,192,28,0,0,0,0,0,N/A,0,6,2007,WD ,194700,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
243,1130,528488140,20,62.0,7500,Pave,Pave,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,4,3,PConc,4,3,1,GLQ,902.0,Unf,0.0,316.0,1218.0,GasA,5,1,SBrkr,1218,0,0,1218,1,0,2,0,2,1,4,6,8,0,0,Attchd,2008,3,2,462.0,3,3,1.0,168,168,0,0,0,0,0,N/A,0,4,2008,New,230348,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
244,201,903234050,30,51.0,6120,Pave,N/A,Reg,Lvl,4,1,Artery,Norm,1.0,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,1,ALQ,960.0,Unf,0.0,164.0,1124.0,GasA,3,1,SBrkr,1068,0,0,1068,1,0,1,0,2,1,3,5,8,1,4,Detchd,1923,1,1,288.0,3,3,1.0,0,0,128,0,0,0,0,N/A,0,3,2010,WD ,109500,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
245,2886,913350030,20,69.0,23580,Pave,N/A,IR1,Lvl,4,2,Norm,Norm,1.0,6,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,GLQ,776.0,Unf,0.0,849.0,1625.0,GasA,3,1,SBrkr,1625,0,0,1625,0,1,2,0,3,1,2,6,8,1,3,Attchd,1979,3,2,576.0,3,3,1.0,136,28,0,0,0,0,0,N/A,0,9,2006,WD ,242500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
246,2328,527190050,160,44.0,5306,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4,4,1,GLQ,495.0,Rec,215.0,354.0,1064.0,GasA,4,1,SBrkr,1064,703,0,1767,1,0,2,0,2,1,4,5,8,1,3,Attchd,1987,2,2,504.0,4,3,1.0,441,35,0,0,0,0,0,N/A,0,6,2006,WD ,239000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0
247,2583,535301150,20,70.0,8092,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,4,CBlock,3,3,1,ALQ,824.0,Unf,0.0,226.0,1050.0,GasA,5,1,SBrkr,1050,0,0,1050,1,0,1,0,3,1,4,6,8,0,0,Attchd,1954,2,1,286.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,6,2006,WD ,156000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
248,1206,534277060,20,77.0,8593,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,288.0,Unf,0.0,619.0,907.0,GasA,5,1,SBrkr,907,0,0,907,0,0,1,0,3,1,3,5,8,0,0,Detchd,1964,1,1,352.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,7,2008,WD ,109008,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
